ジャンル名,売上指数（千円）,シェア,商品ランク入り数
防犯カメラ単体,148669,61.62%,0
防犯カメラセット,85683,35.51%,1810
レコーダー,3678,1.52%,169
アクセサリー・パーツ,3248,1.35%,754
