ジャンル名,売上指数（千円）,シェア,商品ランク入り数
はちみつ・ハニー,617258,86.71%,23385
ジャム・コンフィチュール,40844,5.74%,9872
メープルシロップ,20830,2.93%,1756
ピューレ,9033,1.27%,625
その他,7663,1.08%,1195
ピーナッツクリーム・ピーナッツバター,6316,0.89%,1183
ミルククリーム,4388,0.62%,468
コンポート,2828,0.40%,404
チョコレートクリーム,2687,0.38%,655
