ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ブドウ,242383,20.28%,10367
桃,179309,15.00%,8624
和梨,155704,13.03%,7343
セット・詰め合わせ,96742,8.09%,4485
メロン,84263,7.05%,4232
みかん,69644,5.83%,4800
スイカ,68871,5.76%,3209
りんご,61918,5.18%,4087
マンゴー,32004,2.68%,1819
その他,28267,2.36%,2837
ブルーベリー,27943,2.34%,1488
レモン,25698,2.15%,2073
柿,19554,1.64%,1723
栗,12529,1.05%,1156
いちご,10941,0.92%,1226
イチジク,10229,0.86%,898
パイナップル,6907,0.58%,720
プラム,6492,0.54%,639
洋梨,6125,0.51%,504
ザクロ,5542,0.46%,425
キウイフルーツ,5345,0.45%,583
すだち,5235,0.44%,548
梅,4688,0.39%,685
オレンジ,3590,0.30%,387
パッションフルーツ,3453,0.29%,212
バナナ,3233,0.27%,498
グレープフルーツ,3051,0.26%,410
かぼす,2482,0.21%,298
さくらんぼ,2045,0.17%,154
ライチ,2022,0.17%,246
ドラゴンフルーツ,1966,0.16%,216
アボカド,1438,0.12%,345
ゆず,1430,0.12%,215
ドリアン,1354,0.11%,147
あんず,734,0.06%,162
びわ,695,0.06%,111
パパイヤ,673,0.06%,127
じゃばら,488,0.04%,68
マンゴスチン,281,0.02%,19
ミラクルフルーツ,71,0.01%,14
