ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ロングパスタ,98364,84.41%,9193
その他,10338,8.87%,1631
ショートパスタ,7441,6.39%,2177
ラザニア,177,0.15%,51
クスクス,163,0.14%,54
ニョッキ,49,0.04%,15
