ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,74304,49.63%,4685
マルチ酵素,29457,19.67%,1864
コエンザイムQ10,29068,19.41%,3091
SOD,11424,7.63%,654
アルファリポ酸,5473,3.66%,835
