ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パスタソース,39382,44.09%,7615
その他,25019,28.01%,6393
焼肉のたれ,9429,10.56%,3384
お好み焼きソース,2742,3.07%,931
オイスターソース,2672,2.99%,710
中濃ソース,2089,2.34%,785
とんかつソース,2048,2.29%,708
ウスターソース,1767,1.98%,689
焼きそばソース,1586,1.78%,454
デミグラスソース,1390,1.56%,356
ステーキソース,1186,1.33%,466
