ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,175838,28.30%,13902
サラシア,86009,13.84%,1577
マカ,67027,10.79%,4761
キノコ・マッシュルーム,38078,6.13%,2288
ウコン,30753,4.95%,4350
スピルリナ,29002,4.67%,1252
ブルーベリー,28796,4.63%,3541
フォルスコリ,21608,3.48%,854
ノコギリヤシ,20673,3.33%,1878
高麗人参,16038,2.58%,853
梅肉,13642,2.20%,1527
田七人参,13409,2.16%,852
イチョウ葉,12999,2.09%,1824
クロレラ,12403,2.00%,1128
フコイダン,8288,1.33%,236
ニンニク,6124,0.99%,518
アサイー,5794,0.93%,416
チアシード,4558,0.73%,878
プエラリア,4213,0.68%,546
トンカットアリ,4195,0.68%,564
セントジョーンズワート,3316,0.53%,626
じゃばら,3315,0.53%,399
カプサイシン,3004,0.48%,402
ゴジベリー,2765,0.45%,250
ビーポーレン,2598,0.42%,277
エキナセア,1713,0.28%,373
マキベリー,1485,0.24%,229
黒豆,1474,0.24%,135
カカオ,705,0.11%,96
ガラナ,699,0.11%,134
メシマコブ茸,670,0.11%,97
バジルシード,95,0.02%,110
カムカム,21,0.00%,160
