ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ビフィズス菌,89481,40.81%,3842
その他,72955,33.28%,3936
マルチプロバイオティック,17887,8.16%,1016
KW乳酸菌,14212,6.48%,798
フェカリス菌,10970,5.00%,490
L-92乳酸菌,6589,3.01%,295
ケフィア,2978,1.36%,299
ラブレ菌,2299,1.05%,145
アシドフィルス菌,1876,0.86%,224
