ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,567333,29.54%,26248
防災セット・非常用持ちだし袋,400950,20.87%,6551
簡易トイレ,253494,13.20%,7364
その他,95884,4.99%,6147
火災警報器・ガス警報器,91336,4.76%,4014
保存水,85593,4.46%,2413
携帯用浄水器,76742,4.00%,1543
防災ラジオ,58158,3.03%,2012
消火器,42050,2.19%,2085
家具転倒防止用品,39153,2.04%,5413
懐中電灯,38694,2.01%,4559
携帯トイレ,35198,1.83%,2201
メガホン・拡声器,25942,1.35%,994
応急手当用品,23149,1.21%,1368
防災ヘルメット,17973,0.94%,1190
給水用品,15192,0.79%,1967
固形燃料,10896,0.57%,797
簡易毛布・寝袋,9016,0.47%,1246
土嚢,8838,0.46%,523
避難はしご,8711,0.45%,509
笛・ホイッスル,4225,0.22%,1059
発熱・加熱剤,3791,0.20%,728
担架,3385,0.18%,99
ガソリン缶,2165,0.11%,192
防災頭巾,2119,0.11%,300
放射能測定器・ガイガーカウンター,521,0.03%,24
防災用ストーブ,260,0.01%,12
