ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,18666,40.14%,1601
ナマコ,4018,8.64%,272
クラゲ,3463,7.45%,337
カレイ,3075,6.61%,557
エイ,1635,3.52%,365
サメ,1583,3.40%,227
アユ,1538,3.31%,358
ニシン,1322,2.84%,404
サワラ,1280,2.75%,206
カワハギ,1111,2.39%,301
ノドグロ,1083,2.33%,178
トビウオ,829,1.78%,208
ヒラメ,824,1.77%,188
イワナ,821,1.77%,53
カンパチ,808,1.74%,83
アカメ・メヒカリ,632,1.36%,116
マス,608,1.31%,114
クエ,538,1.16%,48
ハモ,443,0.95%,76
アンコウ,419,0.90%,100
キス,323,0.69%,130
ハタハタ,317,0.68%,75
カジキ,247,0.53%,54
コイ,240,0.52%,76
タチウオ,211,0.45%,42
サヨリ,128,0.28%,33
メバル,62,0.13%,25
スズキ,61,0.13%,13
カサゴ,56,0.12%,21
オコゼ,44,0.10%,10
カマス,39,0.08%,27
イサキ,36,0.08%,7
アイナメ,18,0.04%,6
アラ,9,0.02%,4
コチ,7,0.02%,3
ヤマメ,3,0.01%,1
