ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,10110,27.53%,1554
ハモ,4228,11.51%,538
アユ,3813,10.38%,801
ナマコ,3454,9.40%,198
サメ,2148,5.85%,302
ノドグロ,1655,4.51%,292
カンパチ,1531,4.17%,258
カレイ,1432,3.90%,456
エイ,1244,3.39%,370
ニシン,788,2.15%,320
ヒラメ,739,2.01%,155
カワハギ,674,1.83%,239
クラゲ,563,1.53%,218
クエ,540,1.47%,129
トビウオ,498,1.35%,195
イワナ,477,1.30%,138
ハタハタ,451,1.23%,175
アンコウ,401,1.09%,149
キス,325,0.89%,161
カジキ,292,0.79%,156
コイ,226,0.62%,134
アカメ・メヒカリ,206,0.56%,131
サワラ,184,0.50%,154
マス,171,0.47%,127
タチウオ,139,0.38%,140
カマス,123,0.34%,160
スズキ,111,0.30%,119
カサゴ,51,0.14%,99
コチ,51,0.14%,107
オコゼ,38,0.10%,103
イサキ,16,0.04%,98
ヤマメ,16,0.04%,97
メバル,13,0.03%,103
サヨリ,12,0.03%,97
アイナメ,8,0.02%,126
