ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,19903,61.28%,6160
キーホルダー,7955,24.49%,3286
携帯ストラップ,2597,8.00%,1120
指輪,915,2.82%,380
ペンダント・ネックレス,814,2.50%,614
ブレスレット,295,0.91%,252
