ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,96009,18.40%,17081
サツマイモ,74742,14.32%,6768
にんにく,72065,13.81%,6431
きのこ,41555,7.96%,5401
その他野菜,40919,7.84%,7666
ジャガイモ,29762,5.70%,3441
たまねぎ,29568,5.67%,3460
セット・詰め合わせ,23567,4.52%,2533
生姜,23200,4.45%,2106
にんじん,11745,2.25%,1501
トマト,10812,2.07%,1718
ねぎ,10019,1.92%,1432
カット野菜,9495,1.82%,1440
その他,7568,1.45%,1797
ごぼう,6925,1.33%,1082
大根,6437,1.23%,845
里芋,5833,1.12%,963
かぼちゃ,4296,0.82%,874
山菜,3873,0.74%,654
とうもろこし,3274,0.63%,801
水煮野菜,2427,0.47%,442
キャベツ,1834,0.35%,526
ほうれん草,1706,0.33%,576
白菜,776,0.15%,291
キュウリ,775,0.15%,195
ナス,701,0.13%,297
レタス,659,0.13%,237
らっきょう,567,0.11%,114
アスパラガス,428,0.08%,138
ニラ,228,0.04%,83
