ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,143883,33.95%,18072
捕獲・誘引器,121359,28.64%,8361
虫除け器具,53115,12.53%,7857
殺虫スプレー,32708,7.72%,5903
虫除け芳香剤,32271,7.61%,5469
虫除けスプレー,25845,6.10%,5557
携帯用・アウトドア用虫除け,14629,3.45%,3529
