ジャンル名,売上指数（千円）,シェア,商品ランク入り数
消しゴム,13224,87.42%,9382
修正テープ,1006,6.65%,1227
詰め替え用修正テープ,287,1.90%,278
その他,263,1.74%,499
電動消しゴム,139,0.92%,91
修正ペン,113,0.75%,124
修正液,95,0.63%,51
