ジャンル名,売上指数（千円）,シェア,商品ランク入り数
切れ子,46996,61.11%,2764
真子,18116,23.56%,1456
その他,10126,13.17%,1226
イカ明太,1249,1.62%,188
明太高菜,408,0.53%,173
クラゲ明太,9,0.01%,91
