ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ホワイトボード,37667,49.85%,2660
掲示板・コルクボード,12384,16.39%,1007
黒板,5825,7.71%,760
レーザーポインター・指示棒,5635,7.46%,729
その他,3659,4.84%,811
ホワイトボードマーカー,3528,4.67%,1670
パネル,2874,3.80%,271
チョーク,1747,2.31%,567
スケジュールボード,772,1.02%,139
ホワイトボード用イレーザー,619,0.82%,252
コピーボード・電子黒板,515,0.68%,108
黒板消し,330,0.44%,90
