ジャンル名,売上指数（千円）,シェア,商品ランク入り数
鶏卵,26647,81.99%,3143
うずら卵,2282,7.02%,438
その他,1179,3.63%,309
燻製卵・くんたま,837,2.58%,188
セット・詰め合わせ,617,1.90%,136
烏骨鶏卵,438,1.35%,59
ピータン,291,0.89%,110
温泉たまご,211,0.65%,66
