ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,67378,17.37%,14134
にんにく,56788,14.64%,5624
とうもろこし,51556,13.29%,4042
サツマイモ,28281,7.29%,3305
きのこ,28060,7.23%,4254
セット・詰め合わせ,26200,6.75%,3159
たまねぎ,22960,5.92%,2930
その他野菜,22371,5.77%,7127
にんじん,12624,3.25%,1469
ジャガイモ,11290,2.91%,2288
トマト,10815,2.79%,2146
カット野菜,8464,2.18%,1183
生姜,8189,2.11%,1518
その他,6661,1.72%,1898
かぼちゃ,3882,1.00%,1000
ねぎ,3490,0.90%,1052
山菜,2621,0.68%,554
ごぼう,2249,0.58%,757
ナス,2219,0.57%,744
アスパラガス,1739,0.45%,408
ほうれん草,1732,0.45%,631
らっきょう,1717,0.44%,313
キャベツ,1483,0.38%,602
キュウリ,1287,0.33%,398
大根,1035,0.27%,473
水煮野菜,954,0.25%,222
レタス,771,0.20%,317
里芋,619,0.16%,230
白菜,273,0.07%,161
ニラ,167,0.04%,141
