ジャンル名,売上指数（千円）,シェア,商品ランク入り数
パルミジャーノ・レッジャーノ,5216,63.30%,599
その他,1553,18.84%,322
ペコリーノ・ロマーノ,597,7.24%,171
コンテ,445,5.40%,186
チェダー,241,2.93%,144
エメンタール,189,2.29%,132
