ジャンル名,売上指数（千円）,シェア,商品ランク入り数
濃口しょうゆ,20382,30.19%,6095
その他,17121,25.36%,3896
刺身しょうゆ・だししょうゆ,12374,18.33%,3178
セット・詰め合わせ,6819,10.10%,1196
薄口しょうゆ,2796,4.14%,1126
減塩しょうゆ,2643,3.91%,856
再仕込みしょうゆ,2497,3.70%,597
たまりじょうゆ,2470,3.66%,505
白しょうゆ,421,0.62%,167
