ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ココナッツミルク,4759,43.52%,570
その他,3437,31.43%,1095
魚醤・ナンプラー,1740,15.91%,523
スイートチリソース,999,9.13%,431
