ジャンル名,売上指数（千円）,シェア,商品ランク入り数
梅干し,198741,58.66%,20019
漬物,94114,27.78%,22000
キムチ,33897,10.00%,7517
メンマ・ザーサイ,5973,1.76%,1627
その他,2988,0.88%,823
ピクルス,1594,0.47%,450
オリーブ,1331,0.39%,424
水キムチ,166,0.05%,106
