ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ホエイプロテイン,831054,52.34%,16437
その他,418710,26.37%,15799
マルチプロテイン,183435,11.55%,1955
ソイプロテイン,143930,9.06%,6006
プロテオグリカン,5469,0.34%,374
カゼインプロテイン,5161,0.33%,372
