ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー豆,589802,35.63%,29083
ドリップバッグ,437027,26.40%,21253
コーヒー飲料,266399,16.09%,23508
カプセルコーヒー,181460,10.96%,9730
インスタントコーヒー,156582,9.46%,17621
その他,24124,1.46%,3871
