ジャンル名,売上指数（千円）,シェア,商品ランク入り数
透明OPP袋,24815,24.24%,9946
袋・ギフトバッグ,21381,20.88%,10442
シール・ステッカー,15057,14.71%,14021
デザインマスキングテープ,11728,11.45%,11003
箱・ギフトボックス,9128,8.92%,4501
ラッピングセット,6792,6.63%,5109
包装紙,5696,5.56%,3094
その他,5307,5.18%,3255
リボン,2487,2.43%,1789
