ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1408647,21.73%,156523
コーヒー,1279698,19.74%,98142
水・炭酸水,1166422,17.99%,31000
炭酸飲料,918467,14.17%,0
野菜・果実飲料,810695,12.50%,0
スポーツドリンク,292135,4.51%,0
その他,131401,2.03%,12210
お酢飲料,103611,1.60%,0
乳酸菌飲料,99129,1.53%,0
植物性ミルク,84469,1.30%,11028
甘酒,57558,0.89%,7410
ゼリー飲料,43188,0.67%,0
希釈用ドリンク,35913,0.55%,5263
牛乳,19451,0.30%,0
スムージー,14571,0.22%,1376
ココア・チョコレートドリンク,9686,0.15%,0
フルーツ入り乳飲料,3572,0.06%,455
生姜湯,3023,0.05%,331
柚子茶,2120,0.03%,187
ソフトドリンク(1703削除),0,0.00%,111602
