ジャンル名,売上指数（千円）,シェア,商品ランク入り数
オートミール,52247,40.24%,3378
グラノーラ,37419,28.82%,2073
その他,29990,23.10%,3320
ブラン,3654,2.81%,292
ミューズリー,3162,2.44%,355
コーンフレーク,1912,1.47%,435
玄米フレーク,1442,1.11%,209
