ジャンル名,売上指数（千円）,シェア,商品ランク入り数
カニ,2567367,56.03%,22147
魚卵,376420,8.21%,19767
貝類,296535,6.47%,18064
加工品,236437,5.16%,26831
セット・詰め合わせ,181236,3.96%,11998
エビ,157400,3.44%,9341
フグ,118537,2.59%,4482
サケ,114515,2.50%,10212
マグロ,112223,2.45%,6256
イカ,105259,2.30%,10467
その他水産物,51205,1.12%,9824
海藻類,49132,1.07%,9750
ウニ,43866,0.96%,2730
サバ,36183,0.79%,3820
ブリ,31253,0.68%,1195
タイ,24040,0.52%,2358
その他,17826,0.39%,2068
カツオ,15237,0.33%,1881
タコ,10180,0.22%,2076
イワシ,8500,0.19%,2510
ホッケ,6800,0.15%,1132
タラ,6790,0.15%,1300
サンマ,6238,0.14%,825
アジ,4408,0.10%,1167
生ちりめん・生しらす,2480,0.05%,606
シシャモ,2106,0.05%,480
