ジャンル名,売上指数（千円）,シェア,商品ランク入り数
青汁,200781,34.35%,12651
その他,190522,32.60%,7832
栄養ドリンク剤,63755,10.91%,4661
機能性ゼリー,38480,6.58%,3384
サジージュース,29439,5.04%,826
プラセンタ配合ドリンク,16528,2.83%,731
高麗人参エキス配合ドリンク,15396,2.63%,1096
アロエジュース,13515,2.31%,443
茶カテキン配合ドリンク,4486,0.77%,372
ヒアルロン酸配合ドリンク,3559,0.61%,226
コーヒー飲料,2666,0.46%,493
ローヤルゼリー配合ドリンク,2243,0.38%,226
ブラックジンガー,1531,0.26%,235
黒豆ココア,725,0.12%,130
ゲルマニウムウォーター,432,0.07%,103
寒天ドリンク,343,0.06%,119
バナジウムウォーター,78,0.01%,95
