ジャンル名,売上指数（千円）,シェア,商品ランク入り数
トイレットペーパー,400653,47.15%,18494
ティッシュペーパー,222381,26.17%,11726
ウェットティッシュ,88440,10.41%,10978
ペーパータオル,84213,9.91%,5981
携帯用ウェットティッシュ,35560,4.19%,4275
ポケットティッシュ,12035,1.42%,3730
その他,6417,0.76%,1501
