ジャンル名,売上指数（千円）,シェア,商品ランク入り数
海苔,183509,51.05%,18642
その他,33366,9.28%,5712
だし昆布,21503,5.98%,4306
乾燥わかめ,21015,5.85%,2243
鰹節,19547,5.44%,3427
とろろ昆布,14988,4.17%,1425
ごま,11313,3.15%,3427
干ししいたけ,10117,2.81%,1726
麩,9618,2.68%,1393
煮干,7123,1.98%,1624
きな粉,6505,1.81%,1892
乾燥ひじき,6281,1.75%,1105
春雨,4917,1.37%,1077
切干大根,3654,1.02%,787
フカヒレ,2686,0.75%,262
高野豆腐,1839,0.51%,582
かんぴょう,840,0.23%,174
乾燥もずく,323,0.09%,79
さば節,322,0.09%,112
