ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ウインナーソーセージ,30478,58.62%,2818
あらびき,6448,12.40%,705
その他,5022,9.66%,860
フランクフルト,3898,7.50%,501
生ソーセージ,2442,4.70%,692
ボロニアソーセージ,1867,3.59%,277
チョリソー,1461,2.81%,189
骨付き,378,0.73%,97
