ジャンル名,売上指数（千円）,シェア,商品ランク入り数
加工品,201273,13.23%,20012
貝類,191122,12.56%,13316
サバ,156869,10.31%,3455
魚卵,138919,9.13%,10581
エビ,120108,7.89%,6404
カニ,113229,7.44%,5474
セット・詰め合わせ,110013,7.23%,8686
サケ,91729,6.03%,7789
イカ,76935,5.06%,9016
マグロ,69228,4.55%,4529
海藻類,51512,3.39%,9372
その他水産物,47187,3.10%,6487
ウニ,43295,2.85%,2370
カツオ,20414,1.34%,1823
タイ,12114,0.80%,1658
ホッケ,11334,0.74%,800
その他,10435,0.69%,1555
フグ,9572,0.63%,1026
イワシ,8597,0.57%,2225
タコ,8597,0.57%,1483
アジ,8185,0.54%,1234
サンマ,6893,0.45%,581
ブリ,5578,0.37%,451
タラ,4531,0.30%,846
生ちりめん・生しらす,2490,0.16%,527
シシャモ,1358,0.09%,318
