ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1433325,23.51%,35310
その他,1143116,18.75%,29000
植物性エキス,574222,9.42%,46191
ビタミン,540041,8.86%,35987
ファイトケミカル,483605,7.93%,13769
アミノ酸,397783,6.53%,21991
ミネラル,256049,4.20%,22967
プロバイオティクス,222824,3.66%,11423
コラーゲン,167294,2.74%,9955
脂肪酸・オイル,151896,2.49%,10140
酵素,146675,2.41%,10270
食物繊維,119028,1.95%,6973
プラセンタ,80813,1.33%,3734
グルコサミン・コンドロイチン,64794,1.06%,4229
ビタミン・ミネラル混合,61632,1.01%,2637
動物性エキス,54402,0.89%,4121
クエン酸,36055,0.59%,3169
ラクトフェリン,31299,0.51%,987
オリゴ糖,25722,0.42%,2095
プロポリス,24806,0.41%,2237
ローヤルゼリー,23615,0.39%,1244
ヒアルロン酸,20097,0.33%,1422
動植物性混合エキス,20070,0.33%,1153
ミドリムシ,12074,0.20%,785
核酸,4877,0.08%,352
