ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,13614,18.55%,4369
セット・詰め合わせ,13195,17.98%,2035
米みそ,12833,17.49%,2767
麦みそ,9805,13.36%,1752
合わせみそ,9731,13.26%,2543
白みそ,4941,6.73%,1427
赤みそ,3929,5.35%,1257
粒みそ,3905,5.32%,739
豆みそ,1437,1.96%,545
