ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,17256,37.00%,1806
ハモ,5856,12.56%,722
アユ,4085,8.76%,851
ナマコ,2829,6.07%,197
ノドグロ,2130,4.57%,322
カンパチ,2052,4.40%,199
サメ,1892,4.06%,289
カレイ,1733,3.72%,543
エイ,1690,3.62%,421
ニシン,859,1.84%,315
ヒラメ,850,1.82%,181
カワハギ,710,1.52%,252
クラゲ,678,1.45%,245
トビウオ,560,1.20%,199
アンコウ,480,1.03%,139
イワナ,348,0.75%,128
コイ,320,0.69%,151
クエ,290,0.62%,126
ハタハタ,287,0.62%,149
キス,261,0.56%,165
マス,253,0.54%,160
アカメ・メヒカリ,238,0.51%,136
サワラ,222,0.48%,140
カジキ,199,0.43%,135
タチウオ,155,0.33%,154
スズキ,106,0.23%,121
カサゴ,81,0.17%,97
カマス,59,0.13%,110
コチ,36,0.08%,102
ヤマメ,32,0.07%,101
オコゼ,30,0.06%,102
サヨリ,26,0.06%,96
イサキ,17,0.04%,109
メバル,15,0.03%,101
アイナメ,0,0.00%,124
ブリ(1409削除),0,0.00%,508
