ジャンル名,売上指数（千円）,シェア,商品ランク入り数
米・雑穀,1201951,21.88%,74955
惣菜,703434,12.80%,108777
魚介類・水産加工品,703002,12.80%,94416
フルーツ・果物,635038,11.56%,60100
精肉・肉加工品,555865,10.12%,77051
調味料,412130,7.50%,140804
野菜・きのこ,278979,5.08%,43756
麺類,248104,4.52%,71084
パン・ジャム・シリアル,205564,3.74%,45308
乾物・粉類(1711削除),190277,3.46%,46865
漬物・梅干し・キムチ,133868,2.44%,27216
チーズ・乳製品,98671,1.80%,20358
その他,60284,1.10%,16854
缶詰・瓶詰(1711削除),53541,0.97%,19617
卵,13628,0.25%,3876
