ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サバ,608619,26.27%,5079
サケ,296755,12.81%,9897
貝類,176328,7.61%,14045
加工品,161804,6.98%,22309
カニ,155871,6.73%,7144
魚卵,135028,5.83%,10859
エビ,131140,5.66%,6773
マグロ,100617,4.34%,4808
セット・詰め合わせ,99574,4.30%,8838
イカ,94630,4.08%,11125
海藻類,81735,3.53%,12197
その他水産物,47563,2.05%,6950
ホッケ,45198,1.95%,1050
ウニ,27999,1.21%,1805
アジ,22666,0.98%,1656
カツオ,20329,0.88%,1698
フグ,20295,0.88%,1796
ブリ,16279,0.70%,868
タイ,15505,0.67%,1804
その他,12960,0.56%,1788
イワシ,12641,0.55%,3075
タコ,11538,0.50%,1830
タラ,10163,0.44%,1157
シシャモ,4499,0.19%,451
サンマ,3878,0.17%,479
生ちりめん・生しらす,2950,0.13%,570
