ジャンル名,売上指数（千円）,シェア,商品ランク入り数
みかん,221818,24.81%,15160
さくらんぼ,117166,13.10%,4552
りんご,88497,9.90%,4650
セット・詰め合わせ,71081,7.95%,4246
マンゴー,54098,6.05%,3151
メロン,47845,5.35%,3385
梅,43700,4.89%,2979
いちご,39531,4.42%,3838
その他,29979,3.35%,3128
ブルーベリー,26222,2.93%,1497
レモン,18232,2.04%,2749
スイカ,17752,1.99%,1705
オレンジ,13791,1.54%,1584
桃,13530,1.51%,1372
柿,12188,1.36%,884
ブドウ,9090,1.02%,780
パイナップル,9044,1.01%,1233
キウイフルーツ,8129,0.91%,867
びわ,7688,0.86%,771
和梨,6417,0.72%,307
栗,4819,0.54%,574
ライチ,4677,0.52%,366
ザクロ,4554,0.51%,392
バナナ,4006,0.45%,542
プラム,3851,0.43%,132
グレープフルーツ,2715,0.30%,457
あんず,2558,0.29%,383
パッションフルーツ,1871,0.21%,228
すだち,1842,0.21%,218
アボカド,1528,0.17%,386
じゃばら,1432,0.16%,213
ゆず,994,0.11%,254
ドラゴンフルーツ,901,0.10%,126
パパイヤ,822,0.09%,163
ドリアン,674,0.08%,101
マンゴスチン,643,0.07%,64
イチジク,287,0.03%,95
洋梨,143,0.02%,24
ミラクルフルーツ,74,0.01%,7
かぼす,53,0.01%,12
