ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ゴーダ,8007,41.28%,426
その他,5755,29.67%,880
ラクレット,2373,12.24%,177
チェダー,2055,10.60%,331
ミモレット,440,2.27%,155
エメンタール,402,2.07%,127
エダム,364,1.87%,134
