ジャンル名,売上指数（千円）,シェア,商品ランク入り数
豆類,103447,19.06%,17496
にんにく,76973,14.19%,6454
サツマイモ,66926,12.33%,6364
その他野菜,39065,7.20%,7249
たまねぎ,37995,7.00%,3364
セット・詰め合わせ,32130,5.92%,2801
トマト,29452,5.43%,2072
ジャガイモ,27078,4.99%,3436
きのこ,23191,4.27%,4408
生姜,23147,4.27%,2082
カット野菜,15770,2.91%,1758
にんじん,13950,2.57%,1659
その他,7557,1.39%,1794
ねぎ,7221,1.33%,1432
山菜,5153,0.95%,782
かぼちゃ,4582,0.84%,729
キャベツ,4397,0.81%,722
とうもろこし,4236,0.78%,858
ごぼう,4202,0.77%,973
ほうれん草,2848,0.52%,680
水煮野菜,2434,0.45%,381
里芋,2159,0.40%,476
大根,2127,0.39%,690
アスパラガス,2021,0.37%,263
らっきょう,1085,0.20%,166
白菜,999,0.18%,291
ナス,827,0.15%,332
レタス,741,0.14%,250
キュウリ,615,0.11%,184
ニラ,282,0.05%,100
