ジャンル名,売上指数（千円）,シェア,商品ランク入り数
お茶・紅茶,1559381,25.97%,161138
コーヒー,1456710,24.26%,102671
水・炭酸水,1051412,17.51%,30000
炭酸飲料,718524,11.97%,28465
野菜・果実飲料,563910,9.39%,30000
スポーツドリンク,105594,1.76%,9776
植物性ミルク,101829,1.70%,11250
乳酸菌飲料,100118,1.67%,8841
その他,98403,1.64%,10331
お酢飲料,90652,1.51%,9326
甘酒,50390,0.84%,6615
希釈用ドリンク,25613,0.43%,3617
ゼリー飲料,22819,0.38%,3269
牛乳,18903,0.31%,2687
ココア・チョコレートドリンク,15391,0.26%,4053
スムージー,14401,0.24%,1034
生姜湯,4428,0.07%,900
フルーツ入り乳飲料,3438,0.06%,501
柚子茶,2298,0.04%,215
