ジャンル名,売上指数（千円）,シェア,商品ランク入り数
非常食,252239,27.79%,16007
防災セット・非常用持ちだし袋,158922,17.51%,3312
簡易トイレ,89930,9.91%,3658
火災警報器・ガス警報器,80842,8.91%,4134
その他,51787,5.70%,4388
懐中電灯,37968,4.18%,5206
消火器,34461,3.80%,1992
保存水,32804,3.61%,1578
防災ラジオ,25692,2.83%,1201
家具転倒防止用品,23788,2.62%,3982
携帯用浄水器,18001,1.98%,534
応急手当用品,15064,1.66%,1368
メガホン・拡声器,13841,1.52%,1006
携帯トイレ,11814,1.30%,1224
防災ヘルメット,10154,1.12%,802
土嚢,9959,1.10%,567
簡易毛布・寝袋,7737,0.85%,1090
避難はしご,7501,0.83%,368
給水用品,6586,0.73%,1091
固形燃料,4616,0.51%,549
ガソリン缶,3046,0.34%,351
放射能測定器・ガイガーカウンター,2900,0.32%,121
担架,2890,0.32%,87
笛・ホイッスル,2156,0.24%,848
防災頭巾,1387,0.15%,278
発熱・加熱剤,1319,0.15%,365
防災用ストーブ,418,0.05%,9
