ジャンル名,売上指数（千円）,シェア,商品ランク入り数
油,267303,17.61%,28213
だし,241675,15.92%,24572
しお,111918,7.37%,18779
ソース・たれ,97222,6.40%,23692
砂糖・甘味料,94658,6.23%,13717
しょうゆ,88690,5.84%,20917
スパイス,76799,5.06%,26489
酢,73167,4.82%,10658
ミックススパイス・混合調味料,54426,3.58%,7686
ふりかけ,52747,3.47%,13150
みそ,49329,3.25%,15368
その他,47370,3.12%,9246
セット・詰め合わせ,36640,2.41%,3527
ドレッシング,31277,2.06%,9712
料理の素,29284,1.93%,9953
麹,22903,1.51%,2961
めんつゆ,22581,1.49%,6049
中華調味料,21713,1.43%,6804
みりん,20617,1.36%,2811
ポン酢,17941,1.18%,5048
マヨネーズ,8627,0.57%,2676
アジアン・エスニック調味料,8553,0.56%,2654
料理酒,6928,0.46%,1121
韓国調味料,6785,0.45%,3234
ケチャップ,6373,0.42%,2228
ハーブ,4622,0.30%,3157
酒粕,4014,0.26%,846
わさび,3865,0.25%,1573
からし・マスタード,3707,0.24%,1827
ラーメンスープ,2904,0.19%,1195
ラード,2247,0.15%,209
生わさび,1404,0.09%,379
