ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,38051,27.15%,3317
セット・詰め合わせ,32826,23.42%,2908
ムネ,21885,15.61%,2144
モモ,19028,13.58%,4098
手羽,13433,9.58%,1774
ささみ,5534,3.95%,1158
カワ,3723,2.66%,819
軟骨,2503,1.79%,695
レバー,1523,1.09%,456
砂肝・筋胃,1172,0.84%,459
ハツ,488,0.35%,191
