ジャンル名,売上指数（千円）,シェア,商品ランク入り数
みかん,442118,42.63%,23057
りんご,160052,15.43%,6458
いちご,77084,7.43%,5610
セット・詰め合わせ,58982,5.69%,3569
さくらんぼ,35033,3.38%,2118
その他,35011,3.38%,3724
ブルーベリー,31104,3.00%,1458
レモン,21275,2.05%,2656
オレンジ,19634,1.89%,1845
柿,19276,1.86%,1169
メロン,18988,1.83%,1596
マンゴー,17667,1.70%,1413
梅,14936,1.44%,1163
じゃばら,10959,1.06%,575
グレープフルーツ,8787,0.85%,859
キウイフルーツ,7611,0.73%,786
パイナップル,7306,0.70%,864
栗,6679,0.64%,649
ザクロ,6343,0.61%,452
スイカ,5844,0.56%,636
ブドウ,5746,0.55%,506
バナナ,4103,0.40%,558
桃,3650,0.35%,550
ライチ,3586,0.35%,234
アボカド,2146,0.21%,431
びわ,2096,0.20%,279
すだち,2012,0.19%,179
あんず,1598,0.15%,268
和梨,1460,0.14%,218
ドラゴンフルーツ,1393,0.13%,146
ゆず,1241,0.12%,254
パパイヤ,956,0.09%,160
パッションフルーツ,750,0.07%,125
ドリアン,594,0.06%,85
イチジク,383,0.04%,111
プラム,242,0.02%,35
マンゴスチン,159,0.02%,15
かぼす,144,0.01%,34
ミラクルフルーツ,129,0.01%,20
洋梨,64,0.01%,16
