ジャンル名,売上指数（千円）,シェア,商品ランク入り数
DHA,110735,66.85%,6502
HMB,17693,10.68%,1106
フィッシュオイル,12811,7.73%,824
EPA,7110,4.29%,690
マルチ脂肪酸,7021,4.24%,285
その他,5587,3.37%,563
クリルオイル,4175,2.52%,290
CLA,524,0.32%,84
