ジャンル名,売上指数（千円）,シェア,商品ランク入り数
封筒,26097,41.91%,7125
グリーティングカード,16599,26.66%,10259
レターセット,8452,13.57%,5842
私製はがき・絵はがき,7205,11.57%,5694
便箋,3913,6.28%,2578
