ジャンル名,売上指数（千円）,シェア,商品ランク入り数
入浴剤,405963,22.70%,28426
シャワーヘッド,403626,22.56%,9828
その他,200694,11.22%,10503
風呂ふた,108824,6.08%,5998
ソープボトル・シャンプーボトル,104410,5.84%,8028
バスマット,99574,5.57%,9278
整理棚・ラック,98867,5.53%,9506
椅子,75509,4.22%,5703
タオルハンガー,54387,3.04%,6282
自動ソープディスペンサー,52358,2.93%,2279
ボディタオル,28559,1.60%,6309
バス保温器,25946,1.45%,503
浴槽・浴室内マット,21412,1.20%,2142
サウナハット,21172,1.18%,1991
ボディブラシ,16277,0.91%,1443
洗面器・風呂桶,14743,0.82%,2678
石けんケース・石けん台,14303,0.80%,3147
ボディスポンジ,9876,0.55%,2017
セット,9542,0.53%,886
シャワーヘッドホルダー・シャワーフック,8182,0.46%,1527
シャワーカーテン,7193,0.40%,1383
バスピロー,3865,0.22%,501
泡立てネット,1487,0.08%,503
バスブーツ,1188,0.07%,265
軽石,794,0.04%,244
