ジャンル名,売上指数（千円）,シェア,商品ランク入り数
海苔,234455,50.60%,20810
その他,42996,9.28%,6529
乾燥わかめ,29806,6.43%,2419
鰹節,28063,6.06%,3881
だし昆布,25186,5.44%,4147
とろろ昆布,15976,3.45%,1611
ごま,15924,3.44%,4106
干ししいたけ,13518,2.92%,1811
煮干,10510,2.27%,2023
きな粉,10396,2.24%,2532
乾燥ひじき,8893,1.92%,1228
切干大根,8150,1.76%,1149
春雨,7093,1.53%,1554
麩,5356,1.16%,1372
フカヒレ,2567,0.55%,192
高野豆腐,2417,0.52%,748
かんぴょう,813,0.18%,141
さば節,771,0.17%,185
乾燥もずく,436,0.09%,86
