ジャンル名,売上指数（千円）,シェア,商品ランク入り数
エクササイズ用ポール,44026,35.05%,1662
その他,35005,27.87%,1025
ぶら下がり器,32663,26.01%,880
ストレッチマット,7409,5.90%,528
ストレッチングボード,6490,5.17%,530
