ジャンル名,売上指数（千円）,シェア,商品ランク入り数
プロテイン,1630485,24.20%,39296
その他,1299931,19.30%,30000
植物性エキス,584444,8.68%,46564
ファイトケミカル,557522,8.28%,13110
ビタミン,518041,7.69%,37992
アミノ酸,494925,7.35%,23831
ミネラル,214416,3.18%,22429
酵素,212672,3.16%,11688
プロバイオティクス,211288,3.14%,11208
コラーゲン,200645,2.98%,11544
脂肪酸・オイル,197315,2.93%,10966
プラセンタ,124221,1.84%,4082
食物繊維,81729,1.21%,6801
グルコサミン・コンドロイチン,78332,1.16%,4834
動物性エキス,69493,1.03%,4495
ビタミン・ミネラル混合,66641,0.99%,2197
クエン酸,39281,0.58%,3288
ラクトフェリン,27157,0.40%,959
オリゴ糖,25929,0.38%,2224
プロポリス,25797,0.38%,2764
ヒアルロン酸,18521,0.27%,1455
ミドリムシ,18153,0.27%,971
動植物性混合エキス,17878,0.27%,1368
ローヤルゼリー,16742,0.25%,1190
核酸,4621,0.07%,357
