ジャンル名,売上指数（千円）,シェア,商品ランク入り数
筆記具,673970,28.48%,172316
手帳・ノート・紙製品,285254,12.05%,128286
画材,206357,8.72%,37538
書道用具,187072,7.91%,18253
ファイル・バインダー,127764,5.40%,43809
その他,126245,5.33%,26806
机上収納・整理用品,121081,5.12%,22108
ギフトラッピング用品,105564,4.46%,63416
プレゼンテーション用品,99491,4.20%,11809
写真整理用品,91153,3.85%,14569
ラベル・ステッカー,81488,3.44%,35917
はさみ・裁断用品,57779,2.44%,12915
セロハンテープ・のり・接着剤,40762,1.72%,18590
ブックカバー,33156,1.40%,7391
製図用品,24820,1.05%,8656
名札,20896,0.88%,6840
クリップ・結束用具,15951,0.67%,10036
ホッチキス・穴あきパンチ,15276,0.65%,5667
マグネットシート,12481,0.53%,1934
マグネット,9924,0.42%,4655
紙幣計数機・コインカウンタ,8544,0.36%,380
画鋲・ピン,5127,0.22%,1670
下敷き,3152,0.13%,2608
製本機,3142,0.13%,990
ブックマーク・しおり,3070,0.13%,1714
チェックライター・ナンバーリング,3043,0.13%,288
紙めくり・事務用スポンジ,2162,0.09%,1679
タスキ・腕章,1079,0.05%,220
レタースケール,601,0.03%,125
