ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,1192566,20.11%,27938
プロテイン,1187447,20.02%,32689
ビタミン,553665,9.34%,35979
植物性エキス,535735,9.03%,42076
ファイトケミカル,467981,7.89%,13265
アミノ酸,401371,6.77%,20242
ミネラル,279862,4.72%,23272
プロバイオティクス,234580,3.96%,11274
脂肪酸・オイル,155145,2.62%,9272
コラーゲン,154961,2.61%,10089
酵素,137823,2.32%,9521
食物繊維,133803,2.26%,7813
ビタミン・ミネラル混合,96827,1.63%,3014
グルコサミン・コンドロイチン,63694,1.07%,3720
プラセンタ,63046,1.06%,3199
動物性エキス,58698,0.99%,4023
ヒアルロン酸,38030,0.64%,1414
ラクトフェリン,35945,0.61%,1016
クエン酸,32689,0.55%,3102
プロポリス,24391,0.41%,2140
オリゴ糖,23699,0.40%,2408
動植物性混合エキス,18896,0.32%,1116
ローヤルゼリー,16828,0.28%,1072
ミドリムシ,15788,0.27%,668
核酸,6656,0.11%,349
