ジャンル名,売上指数（千円）,シェア,商品ランク入り数
スープ,358674,46.70%,18039
ハンバーグ,160100,20.84%,6482
セット・詰め合わせ,75464,9.83%,3667
その他,56966,7.42%,5611
ピザ,45167,5.88%,3080
とんかつ,25703,3.35%,920
シチュー,16957,2.21%,2282
コロッケ,11504,1.50%,2050
グラタン,5738,0.75%,717
ハヤシライス,3469,0.45%,728
ドリア,2521,0.33%,305
リゾット,1841,0.24%,315
サラダ,1668,0.22%,308
パエリア,1436,0.19%,116
ハンバーガー,450,0.06%,81
テリーヌ,419,0.05%,63
