ジャンル名,売上指数（千円）,シェア,商品ランク入り数
サポーター,194367,59.18%,22838
ストレッチ器具,56289,17.14%,1639
その他,30008,9.14%,2569
コルセット,16987,5.17%,1888
円座クッション,13019,3.96%,1317
ベルト,9072,2.76%,1198
足指ストレッチ,4511,1.37%,1057
視力回復トレーニング,2159,0.66%,182
矯正用シューズ,1681,0.51%,244
リップトレーナー,315,0.10%,31
