ジャンル名,売上指数（千円）,シェア,商品ランク入り数
仏壇,115939,46.92%,2265
位牌,24278,9.83%,1499
その他,20585,8.33%,3606
具足・仏具セット,16857,6.82%,1219
りん,14135,5.72%,1394
骨壷,12439,5.03%,1254
仏像,10473,4.24%,726
掛軸,4902,1.98%,659
香炉,3960,1.60%,696
仏花,3340,1.35%,541
経机,3109,1.26%,302
花立,2933,1.19%,536
盆提灯,2800,1.13%,315
線香立,2380,0.96%,855
具足,1658,0.67%,269
経本,1263,0.51%,447
香道具,1222,0.49%,261
香炉灰・香炉石,1122,0.45%,564
仏具用お手入れ用品,849,0.34%,387
木魚,712,0.29%,138
骨袋,697,0.28%,246
線香着火器,570,0.23%,258
香立て,454,0.18%,137
水晶玉,410,0.17%,157
