ジャンル名,売上指数（千円）,シェア,商品ランク入り数
その他,2633,35.03%,558
タイ料理,2263,30.10%,983
南米料理,1382,18.38%,576
ベトナム料理,773,10.28%,530
セット・詰め合わせ,466,6.20%,137
