ジャンル名,売上指数（千円）,シェア,商品ランク入り数
ワッペン・アップリケ,30769,13.02%,24569
リボン,23414,9.90%,19786
ひも,21582,9.13%,11819
手芸用テープ,21203,8.97%,13416
ファスナー,17990,7.61%,12379
その他,16939,7.17%,8974
ボタン,15959,6.75%,13841
ミシン糸,13751,5.82%,8096
レース,12293,5.20%,12820
接着テープ・接着芯,10190,4.31%,4392
持ち手・ハンドル,6603,2.79%,2710
口金,5642,2.39%,2846
芯地,5641,2.39%,1583
ゴム,5457,2.31%,3929
型紙・パターン,5179,2.19%,3526
ホック,4905,2.07%,2597
面ファスナー,4694,1.99%,1586
手縫い糸,3286,1.39%,2950
バックル,2661,1.13%,2448
ブレード,2144,0.91%,2153
ネームシール,2074,0.88%,1020
チェーン,1354,0.57%,992
裏地,1214,0.51%,590
スパンコール,912,0.39%,1636
肩パット,288,0.12%,186
マラボー,261,0.11%,79
