ジャンル名,売上指数（千円）,シェア,商品ランク入り数
定規,4939,31.78%,3041
その他,4935,31.76%,1089
図面ケース,1412,9.09%,324
コンパス,1401,9.02%,856
トレーシングペーパー,996,6.41%,466
製図用テンプレート,692,4.45%,433
三角定規,540,3.48%,275
製図用ペン,443,2.85%,258
分度器,183,1.18%,95
