ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー,2095607,25.15%,102322
お茶・紅茶,1916162,22.99%,163830
水・炭酸水,1529357,18.35%,30000
炭酸飲料,975509,11.71%,29662
野菜・果実飲料,827641,9.93%,30000
スポーツドリンク,292564,3.51%,18130
植物性ミルク,136002,1.63%,13929
お酢飲料,128955,1.55%,10634
乳酸菌飲料,110029,1.32%,10646
甘酒,68495,0.82%,7486
その他,66033,0.79%,6066
希釈用ドリンク,58901,0.71%,6377
ゼリー飲料,42815,0.51%,5500
スムージー,33327,0.40%,1736
牛乳,20940,0.25%,2659
ココア・チョコレートドリンク,17384,0.21%,3045
フルーツ入り乳飲料,5534,0.07%,671
生姜湯,5108,0.06%,636
柚子茶,3303,0.04%,224
