ジャンル名,売上指数（千円）,シェア,商品ランク入り数
たけのこ,11244,24.88%,1086
山芋・自然薯,9728,21.52%,876
その他,8082,17.88%,2041
菊芋,4090,9.05%,567
ブロッコリー,3046,6.74%,651
行者にんにく,2489,5.51%,269
れんこん,1275,2.82%,472
カリフラワー,1195,2.64%,164
明日葉,744,1.65%,117
ゴーヤー,627,1.39%,143
オクラ,535,1.18%,243
小松菜,493,1.09%,264
ピーマン,432,0.96%,245
セロリ,356,0.79%,110
大葉・しそ,316,0.70%,154
エシャロット,191,0.42%,38
パセリ,86,0.19%,70
銀杏,73,0.16%,22
パクチー・コリアンダー,56,0.12%,36
かぶ,53,0.12%,40
春菊,38,0.08%,33
水菜,28,0.06%,28
ルッコラ,17,0.04%,15
ヤーコン,3,0.01%,2
