ジャンル名,売上指数（千円）,シェア,商品ランク入り数
コーヒー,1669287,26.63%,102669
お茶・紅茶,1529040,24.40%,162217
水・炭酸水,1076945,17.18%,29979
炭酸飲料,660587,10.54%,27738
野菜・果実飲料,605868,9.67%,29995
乳酸菌飲料,131087,2.09%,9370
植物性ミルク,126386,2.02%,12544
スポーツドリンク,116626,1.86%,10210
お酢飲料,85679,1.37%,9151
甘酒,66875,1.07%,7375
その他,59789,0.95%,6278
希釈用ドリンク,35066,0.56%,4358
牛乳,27891,0.45%,2645
ゼリー飲料,24962,0.40%,3254
ココア・チョコレートドリンク,21110,0.34%,4401
スムージー,16095,0.26%,1315
生姜湯,6338,0.10%,1225
フルーツ入り乳飲料,4738,0.08%,620
柚子茶,3305,0.05%,387
